Gene;alias
SLC35E3;BLOV1
SLC35F1;C6orf169
SLC35F1;dJ230I3.1
SLC35F2;FLJ13018
SLC35F3;FLJ37712
SLC35F4;C14orf36
SLC35F4;FLJ37712
SLC35F5;FLJ22004
SLC35F6;C2orf18
SLC35F6;FLJ20555
SLC35F6;ANT2BP
SLC35F6;TANGO9
SLC35G1;TMEM20
SLC35G1;FLJ33990
SLC35G1;C10orf60
SLC35G2;TMEM22
SLC35G2;MGC3295
SLC35G2;DKFZp564K2464
SLC35G3;TMEM21A
SLC35G3;AMAC1
SLC35G3;FLJ40154
SLC35G4;AMAC1L1
SLC35G4;SLC35G4P
SLC35G5;AMAC
SLC35G5;AMAC1L2
SLC35G6;TMEM21B
SLC35G6;AMAC1L3
SLC36A1;LYAAT-1
SLC36A1;PAT1
SLC36A1;TRAMD3
SLC36A2;PAT2
SLC36A2;tramdorin
SLC36A2;TRAMD1
SLC36A3;PAT3
SLC36A3;TRAMD2
SLC36A3;tramdorin2
SLC36A4;PAT4
SLC36A4;FLJ38932
SLC37A2;FLJ00171
SLC37A3;DKFZp761N0624
SLC37A4;G6PT1
SLC37A4;G6PT2
SLC37A4;G6PT3
SLC37A4;GSD1b
SLC37A4;GSD1c
SLC37A4;GSD1d
SLC38A1;ATA1
SLC38A1;NAT2
SLC38A1;SAT1
SLC38A2;SAT2
SLC38A2;ATA2
SLC38A2;KIAA1382
SLC38A2;SNAT2
SLC38A3;G17
SLC38A3;SN1
SLC38A4;PAAT
SLC38A4;NAT3
SLC38A4;ATA3
SLC38A5;SN2
SLC38A5;JM24
SLC38A6;NAT-1
SLC38A7;FLJ10815
SLC38A9;FLJ90709
SLC38A10;MGC15523
SLC38A10;PP1744
SLC38A11;FLJ39822
SLC38A11;AVT2
SLC39A1;ZIRTL
SLC39A1;ZIP1
SLC39A2;ZIP2
SLC39A3;ZIP3
SLC39A4;AEZ
SLC39A4;ZIP4
SLC39A4;AWMS2
SLC39A6;LIV-1
SLC39A7;HKE4
SLC39A7;H2-KE4
SLC39A7;D6S2244E
SLC39A7;KE4
SLC39A7;RING5
SLC39A7;ZIP7
SLC39A8;BIGM103
SLC39A9;FLJ11274
SLC39A10;KIAA1265
SLC39A10;FLJ90515
SLC39A10;DKFZp564L2123
SLC39A11;C17orf26
SLC39A12;FLJ30499
SLC39A13;FLJ25785
SLC39A14;KIAA0062
SLC39A14;NET34
SLC39A14;ZIP14
SLC40A1;SLC11A3
SLC40A1;MTP1
SLC40A1;IREG1
SLC40A1;FPN1
SLC40A1;HFE4
SLC41A1;MgtE
SLC41A2;DKFZP434K0427
SLC41A3;FLJ20473
SLC43A1;POV1
SLC43A1;R00504
SLC43A1;PB39
SLC43A2;MGC34680
SLC43A3;SEEEG-1
SLC43A3;Eeg1
SLC43A3;DKFZp762A227
SLC43A3;FOAP-13
SLC43A3;PRO1659
SLC44A1;CDW92
SLC44A1;CDw92
SLC44A1;CTL1
SLC44A1;CHTL1
SLC44A1;CD92
SLC44A2;CTL2
SLC44A3;MGC45474
SLC44A3;CTL3
SLC44A3-AS1;LINC01057
SLC44A4;C6orf29
SLC44A4;NG22
SLC44A4;CTL4
SLC44A4;FLJ14491
SLC44A4;TPPT
SLC44A5;MGC34032
SLC44A5;CTL5
SLC45A1;DNB5
SLC45A2;MATP
SLC45A2;AIM-1
SLC45A2;OCA4
SLC45A3;PCANAP6
SLC45A3;PCANAP2
SLC45A3;PCANAP8
SLC45A3;IPCA-6
SLC45A3;prostein
SLC45A3;IPCA-2
SLC45A3;IPCA-8
SLC45A4;KIAA1126
SLC46A1;HCP1
SLC46A1;MGC9564
SLC46A1;PCFT
SLC46A2;TSCOT
SLC46A2;Ly110
SLC46A3;DKFZp686A1775
SLC46A3;FLJ42613
SLC47A1;FLJ10847
SLC47A1;MATE1
SLC47A2;FLJ31196
SLC47A2;MATE2
SLC47A2;MATE2-K
SLC48A1;FLJ20489
SLC48A1;hHRG-1
SLC48A1;HRG1
SLC50A1;RAG1AP1
SLC50A1;SCP
SLC50A1;RP11-540D14.5
SLC50A1;slv
SLC50A1;RZPDo834D038D
SLC50A1;HsSWEET1
SLC50A1;SWEET1
SLC51A;OSTalpha
SLC51B;OSTbeta
SLC52A1;GPR172B
SLC52A1;FLJ10060
SLC52A1;GPCR42
SLC52A1;PAR2
SLC52A1;hRFT1
SLC52A1;RFVT1
SLC52A2;GPR172A
SLC52A2;FLJ11856
SLC52A2;PAR1
SLC52A2;GPCR41
SLC52A2;D15Ertd747e
SLC52A2;RFVT2
SLC52A2;hRFT3
SLC52A3;C20orf54
SLC52A3;bA371L19.1
SLC52A3;hRFT2
SLC52A3;RFVT3
SLCO1A2;SLC21A3
SLCO1A2;OATP
SLCO1A2;OATP1A2
SLCO1A2;OATP-A
SLCO1B1;SLC21A6
SLCO1B1;OATP-C
SLCO1B1;LST-1
SLCO1B1;OATP1B1
SLCO1B3;SLC21A8
SLCO1B3;OATP8
SLCO1B3;OATP1B3
SLCO1B7;LST3
SLCO1B7;SLC21A21
SLCO1C1;SLC21A14
SLCO1C1;OATP-F
SLCO1C1;OATP1C1
SLCO1C1;OATP1
SLCO2A1;SLC21A2
SLCO2A1;MATR1
SLCO2A1;PGT
SLCO2A1;OATP2A1
SLCO2B1;SLC21A9
SLCO2B1;OATP-B
SLCO2B1;OATP2B1
SLCO3A1;SLC21A11
SLCO3A1;OATP-D
SLCO3A1;OATP3A1
SLCO4A1;SLC21A12
SLCO4A1;OATP-E
SLCO4A1;OATP4A1
SLCO4C1;SLC21A20
SLCO4C1;OATP4C1
SLCO4C1;OATPX
SLCO4C1;OATP-H
SLCO5A1;SLC21A15
SLCO5A1;OATPRP4
SLCO5A1;OATP-J
SLCO5A1;OATP5A1
SLCO6A1;OATP6A1
SLCO6A1;OATPY
SLCO6A1;MGC26949
SLCO6A1;CT48
SLF1;BRCTD1
SLF1;ANKRD32
SLF1;DKFZp761C121
SLF1;DKFZp564C0469
SLF1;BRCTx
SLF2;C10orf6
SLF2;FAM178A
SLF2;FLJ10512
SLF2;FLJ25012
SLFN5;MGC19764
SLFN11;FLJ34922
SLFN12;FLJ10260
SLFN13;FLJ31952
SLFNL1;FLJ23878
SLIRP;C14orf156
SLIRP;DC50
SLIT1;SLIL1
SLIT1;slit1
SLIT1;MEGF4
SLIT1;Slit-1
SLIT1;SLIT3
SLIT2;SLIL3
SLIT2;Slit-2
SLIT3;SLIL2
SLIT3;slit2
SLIT3;MEGF5
SLIT3;SLIT1
SLIT3;Slit-3
SLITRK1;LRRC12
SLITRK1;KIAA1910
SLITRK2;SLITL1
SLITRK2;KIAA1854
SLITRK2;CXorf2
SLITRK3;KIAA0848
SLITRK4;DKFZp547M2010
SLITRK5;LRRC11
SLITRK5;bA364G4.2
SLITRK5;KIAA0918
SLITRK6;FLJ22774
SLK;STK2
SLK;se20-9
SLK;KIAA0204
SLMAP;SLAP
SLMAP;KIAA1601
SLN;MGC12301
SLN;MGC125854
SLN;MGC125855
SLPI;HUSI-I
SLPI;ALK1
SLPI;ALP
SLPI;BLPI
SLPI;HUSI
SLPI;WAP4
SLPI;WFDC4
SLTM;Met
SLTM;FLJ13213
SLU7;9G8
SLURP1;ARS
SLURP1;ANUP
SLURP1;MDM
SLURP1;ArsB
SLURP1;LY6LS
SLX1A;GIYD1
SLX1B;GIYD2
SLX1B;MGC5178
SLX4;BTBD12
SLX4;KIAA1784
SLX4;KIAA1987
SLX4;FANCP
SLX4IP;C20orf94
SLX4IP;dJ1099D15.3
SMAD1;MADH1
SMAD1;MADR1
SMAD1;JV4-1
SMAD1-AS1;ENST00000513542
SMAD2;MADH2
SMAD2;MADR2
SMAD2;JV18-1
SMAD3;MADH3
SMAD3;JV15-2
SMAD3;HsT17436
SMAD4;MADH4
SMAD4;DPC4
SMAD5;MADH5
SMAD5;Dwfc
SMAD5;JV5-1
SMAD5-AS1;SMAD5OS
SMAD5-AS1;DAMS
SMAD6;MADH7
SMAD6;MADH6
SMAD6;HsT17432
SMAD7;MADH8
SMAD7;MADH7
SMAD9;MADH6
SMAD9;MADH9
SMAD9;SMAD8
SMAD9;SMAD8/9
SMAD9-IT1;SMAD9-AS1
SMAGP;MGC149453
SMAGP;MGC149454
SMAGP;hSMAGP
SMAP1;FLJ13159
SMAP1;SMAP-1
SMAP2;SMAP1L
SMARCA1;SNF2L1
SMARCA1;SNF2L
SMARCA1;SNF2LB
SMARCA1;NURF140
SMARCA1;ISWI
SMARCA1;SWI
SMARCA1;hSNF2L
SMARCA2;SNF2L2
SMARCA2;BAF190
SMARCA2;hSNF2a
SMARCA2;hBRM
SMARCA2;Sth1p
SMARCA2;SNF2LA
SMARCA2;BRM
SMARCA2;SNF2
SMARCA2;SWI2
SMARCA4;SNF2L4
SMARCA4;hSNF2b
SMARCA4;BRG1
SMARCA4;BAF190
SMARCA4;SNF2
SMARCA4;SWI2
SMARCA4;SNF2-BETA
SMARCA4;SNF2LB
SMARCA4;FLJ39786
SMARCA5;hSNF2H
SMARCA5;hISWI
SMARCA5;ISWI
SMARCAD1;ETL1
SMARCAD1;DKFZP762K2015
SMARCAD1;KIAA1122
SMARCAD1;DKFZp762K2015
SMARCAL1;HHARP
SMARCAL1;HARP
SMARCB1;SNF5L1
SMARCB1;BAF47
SMARCB1;Ini1
SMARCB1;Snr1
SMARCB1;hSNFS
SMARCB1;Sfh1p
SMARCB1;RDT
SMARCB1;PPP1R144
SMARCC1;BAF155
SMARCC1;SRG3
SMARCC1;Rsc8
SMARCC1;CRACC1
SMARCC2;BAF170
SMARCC2;Rsc8
SMARCC2;CRACC2
SMARCD1;BAF60A
SMARCD1;Rsc6p
SMARCD1;CRACD1
SMARCD2;BAF60B
SMARCD2;Rsc6p
SMARCD2;CRACD2
SMARCD2;PRO2451
SMARCD3;BAF60C
SMARCD3;Rsc6p
SMARCD3;CRACD3
SMARCE1;BAF57
SMC1A;SMC1L1
SMC1A;DXS423E
SMC1A;KIAA0178
SMC1A;SB1.8
SMC1A;Smcb
SMC1B;SMC1L2
SMC1B;bK268H5
SMC2;SMC2L1
SMC2;hCAP-E
SMC2;CAP-E
SMC3;CSPG6
SMC3;HCAP
SMC3;BAM
SMC3;SMC3L1
SMC3;bamacan
SMC4;SMC4L1
SMC4;hCAP-C
SMC4;CAP-C
SMC5;SMC5L1
SMC5;KIAA0594
SMC5-AS1;MAMDC2-AS2
SMC6;SMC6L1
SMC6;FLJ22116
SMCHD1;KIAA0650
SMCHD1;FSHD2
SMCO1;C3orf43
SMCO1;FLJ41923
SMCO1;DKFZp313B0440
SMCO2;C12orf70
SMCO2;LOC341346
SMCO3;C12orf69
SMCO3;LOC440087
SMCO4;C11orf75
SMCO4;FN5
SMCP;MCSP
SMCR5;NCRNA00034
SMCR8;FLJ34716
SMDT1;C22orf32
SMDT1;dJ186O1.1
SMDT1;DDDD
SMDT1;EMRE
SMG1;LIP
SMG1;KIAA0421
SMG1;ATX
SMG5;KIAA1089
SMG5;LPTS-RP1
SMG5;LPTSRP1
SMG5;RP11-54H19.7
SMG5;SMG-5
SMG5;EST1B
SMG6;C17orf31
SMG6;KIAA0732
SMG6;SMG-6
SMG6;EST1A
SMG6-IT1;C17orf6
SMG7;C1orf16
SMG7;KIAA0250
SMG7;EST1C
SMG7;SGA56M
SMG7;SMG-7
SMG7-AS1;DKFZP564C196
SMG8;C17orf71
SMG8;FLJ10587
SMG8;FLJ23205
SMG9;C19orf61
SMG9;FLJ12886
SMIM1;Vel
SMIM2;C13orf44
SMIM2;MGC5590
SMIM2-AS1;C13orf44-AS1
SMIM2-IT1;C13orf44-IT1
SMIM3;C5orf62
SMIM3;MSTP150
SMIM3;NID67
SMIM4;C3orf78
SMIM5;C17orf109
SMIM6;C17orf110
SMIM7;C19orf42
SMIM7;MGC2747
SMIM8;C6orf162
SMIM8;DKFZP586E1923
SMIM8;dJ102H19.2
SMIM9;CXorf68
SMIM10;CXorf69
SMIM10L2A;NCRNA00086
SMIM10L2A;LINC00086
SMIM10L2A;MGC39606
SMIM10L2A;LED
SMIM10L2A;LINC0086
SMIM10L2B;NCRNA00087
SMIM10L2B;LINC00087
SMIM10L2B;RP11-85L21.2
SMIM10L2B-AS1;ENST00000453528
SMIM11A;C21orf51
SMIM11A;FAM165B
SMIM11A;SMIM11
SMIM11P1;C6orf161
SMIM11P1;FAM165A
SMIM11P1;bA33E24.4
SMIM12;C1orf212
SMIM12;FLJ90372
SMIM13;C6orf228
SMIM14;C4orf34
SMIM14;FLJ13289
SMIM15;C5orf43
SMIM15;DKFZP686E2158
SMIM19;C8orf40
SMIM20;C4orf52
SMIM20;PNX
SMIM21;C18orf62
SMIM23;C5orf50
SMIM23;LOC644994
SMIM24;C19orf77
SMIM24;HSPC323
SMIM25;LINC01272
SMIM26;LINC00493
SMIM26;LOC388789
SMN1;SMA@
SMN1;SMA
SMN1;BCD541
SMN1;SMNT
SMN1;SMA1
SMN1;SMA2
SMN1;SMA3
SMN1;GEMIN1
SMN1;TDRD16A
SMN2;BCD541
SMN2;SMNC
SMN2;GEMIN1
SMN2;TDRD16B
SMNDC1;SPF30
SMNDC1;SMNR
SMNDC1;TDRD16C
SMO;SMOH
SMO;FZD11
SMOC2;SMAP2
SMOX;C20orf16
SMOX;FLJ20746
SMOX;dJ779E11.1
SMOX;PAO
SMOX;PAOh1
SMOX;MGC1010
SMOX;SMO
SMPD1;ASM
SMPD2;nSMase
SMPD2;ISC1
SMPD3;NSMASE2
SMPD4;FLJ20297
SMPD4;FLJ20756
SMPD4;nSMase-3
SMPD4;KIAA1418
SMPD4;NSMASE3
SMPD4;NET13
SMPD5;MA-nSMase
SMPDL3A;FLJ20177
SMPDL3A;ASM3A
SMPDL3A;ASML3a
SMPDL3A;yR36GH4.1
SMPDL3B;ASML3B
SMPX;DFN6
SMPX;DFNX4
SMR3A;PROL5
SMR3A;PBI
SMR3A;PRL5
SMR3B;PROL3
SMR3B;P-B
SMR3B;PRL3
SMS;SRS
SMS;SPMSY
SMS;SpS
SMS;MRSR
SMTNL1;CHASM
SMTNL2;FLJ42461
SMU1;SMU-1
SMU1;FLJ10805
SMU1;BWD
SMU1;fSAP57
SMUG1;UNG3
SMUG1;FDG
SMUG1;HMUDG
SMURF1;KIAA1625
SMYD1;BOP
SMYD1;ZMYND22
SMYD1;KMT3D
SMYD2;HSKM-B
SMYD2;ZMYND14
SMYD2;KMT3C
SMYD3;ZNFN3A1
SMYD3;ZMYND1
SMYD3;KMT3E
SMYD4;KIAA1936
SMYD4;ZMYND21
SMYD5;RAI15
SMYD5;RRG1
SMYD5;NN8-4AG
SMYD5;ZMYND23
SNAI1;SNA
SNAI1;SLUGH2
SNAI1;SNAH
SNAI1;SNAIL1
SNAI1;SNAIL
SNAI1P1;SNAI1P
SNAI1P1;SNAI1L1
SNAI1P1;SNAI1L
SNAI2;SLUG
SNAI2;SLUGH1
SNAI2;SNAIL2
SNAI2;SLUGH
SNAI3;ZNF293
SNAI3;SMUC
SNAI3;Zfp293
SNAI3-AS1;MGC23284
SNAP23;SNAP23A
SNAP23;SNAP23B
SNAP23;HsT17016
SNAP23P1;SNAP23P
SNAP23P1;dJ155G6.3
SNAP25;SNAP
SNAP25;SNAP-25
SNAP25;RIC-4
SNAP25;RIC4
SNAP25;SEC9
SNAP25;bA416N4.2
SNAP25;dJ1068F16.2
SNAP29;SNAP-29
SNAP29;CEDNIK
SNAP47;C1orf142
SNAP47;SVAP1
SNAP47;SNAP-47
SNAP47-AS1;SNAP47-IT1
SNAP91;KIAA0656
SNAP91;AP180
SNAP91;CALM
SNAPC1;SNAP43
SNAPC1;PTFgamma
SNAPC2;SNAP45
SNAPC2;PTFdelta
SNAPC3;SNAP50
SNAPC3;PTFbeta
SNAPC3;MGC33124
SNAPC3;MGC132011
SNAPC4;SNAP190
SNAPC4;PTFalpha
SNAPC4;FLJ13451
SNAPC5;SNAP19
SNAPIN;SNAPAP
SNAPIN;BLOC1S7
SNAPIN;BORCS3
SNAR-A1;SNAR-A53113498
SNAR-A2;SNAR-A53129250
SNAR-A3;snaR-A53118848
SNAR-A4;snaR-A55287678
SNAR-A5;snaR-A55296080
SNAR-A6;snaR-A55299144
SNAR-A7;snaR-A55302203
SNAR-A8;snaR-A55307557
SNAR-A9;snaR-A55312909
SNAR-A10;snaR-A55318263
SNAR-A11;snaR-A55323591
SNAR-A13;snaR-A53139991
SNAR-A14;SNAR-A55293015
SNAR-H;snaR-2
SNAR-I;snaR-3
SNCA;PARK1
SNCA;PARK4
SNCA;NACP
SNCA;PD1
SNCA;alpha-synuclein
SNCAIP;SYPH1
SNCG;BCSG1
SNCG;SR
SNCG;persyn
SND1;TDRD11
SND1;p100
SND1-IT1;C7orf54
SND1-IT1;NAG8
SND1-IT1;NSG-X
SNED1;FLJ00133
SNED1;SST3
SNED1;Snep
SNF8;EAP30
SNF8;VPS22
SNF8;Dot3
SNHG1;UHG
SNHG1;NCRNA00057
SNHG1;LINC00057
SNHG1;lncRNA16
SNHG3;RNU17D
SNHG3;RNU17C
SNHG3;U17HG
SNHG3;U17HG-A
SNHG3;NCRNA00014
SNHG4;U19H
SNHG4;NCRNA00059
SNHG5;C6orf160
SNHG5;MGC16362
SNHG5;bA33E24.2
SNHG5;U50HG
SNHG5;NCRNA00044
SNHG5;LINC00044
SNHG6;U87HG
SNHG6;HBII-276HG
SNHG6;NCRNA00058
SNHG7;MGC16037
SNHG7;NCRNA00061
SNHG8;NCRNA00060
SNHG8;LINC00060
SNHG9;DKFZp686N06141
SNHG9;NCRNA00062
SNHG10;C14orf62
SNHG10;FLJ40557
SNHG10;NCRNA00063
SNHG10;LINC00063
SNHG11;C20orf198
SNHG11;LINC00101
SNHG12;C1orf79
SNHG12;PNAS-123
SNHG12;LINC00100
SNHG12;ASLNC04080
SNHG14;UBE3A-AS1
SNHG14;NCRNA00214
SNHG14;UBE3A-AS
SNHG15;C7orf40
SNHG15;FLJ38860
SNHG15;MYO1GUT
SNHG15;Linc-Myo1g
SNHG16;ncRAN
SNHG16;Nbla12061
SNHG16;Nbla10727
SNHG19;SNORD60HG
SNHG20;C17orf86
SNHG20;NCRNA00338
SNHG20;LINC00338
SNHG20;PRO0872
SNHG20;FLJ25582
SNHG20;DKFZp686L05235
SNHG20;SCARNA16HG
SNHG21;SCARNA15HG
SNHG21;FSD2-AS1
SNHG21;RP11-752G15.6
SNHG22;SCARNA17HG
SNHG26;AC005682.5
SNIP1;PML1
SNORA1;ACA1
SNORA2A;ACA2A
SNORA2B;ACA2b
SNORA2C;SNORA34
SNORA2C;ACA34
SNORA3A;SNORA3
SNORA3A;SNORA45A
SNORA3A;ACA3
SNORA3B;SNORA45
SNORA3B;SNORA45B
SNORA3B;ACA3-2
SNORA4;ACA4
SNORA5A;ACA5
SNORA5B;ACA5b
SNORA5C;ACA5c
SNORA6;ACA6
SNORA7A;ACA7
SNORA7B;ACA7B
SNORA8;ACA8
SNORA9;ACA9
SNORA9;SNORA9A
SNORA10;ACA10
SNORA10;SNORA10A
SNORA11;U107
SNORA11;SNORA11A
SNORA12;U108
SNORA13;ACA13
SNORA14A;ACA14a
SNORA14B;ACA14b
SNORA15;ACA15
SNORA15;SNORA15A
SNORA15B-2;SNORA15C
SNORA16A;ACA16
SNORA16B;U98b
SNORA17A;SNORA17
SNORA17A;ACA17
SNORA17B;SNORA43
SNORA17B;ACA43
SNORA18;ACA18
SNORA19;ACA19
SNORA20;ACA20
SNORA21;ACA21
SNORA22;ACA22
SNORA22;SNORA22A
SNORA23;ACA23
SNORA24;ACA24
SNORA24;SNORA24A
SNORA25;ACA25
SNORA25;SNORA25A
SNORA26;HBI-6
SNORA27;ACA27
SNORA28;ACA28
SNORA29;ACA29
SNORA30;ACA30
SNORA30;SNORA30A
SNORA31;ACA31
SNORA31;SNORA31A
SNORA32;ACA32
SNORA33;ACA33
SNORA35;HBI-36
SNORA35;SNORA35A
SNORA36A;ACA36
SNORA36B;ACA36b
SNORA37;ACA37
SNORA38;ACA38
SNORA40;ACA40
SNORA40;SNORA40A
SNORA41;ACA41
SNORA41;SNORA41A
SNORA44;ACA44
SNORA46;ACA46
SNORA47;HBI-115
SNORA48;ACA48
SNORA48;SNORA48A
SNORA49;ACA49
SNORA50A;SNORA50
SNORA50A;SNORA76A
SNORA50A;ACA50
SNORA50C;SNORA76
SNORA50C;SNORA76C
SNORA50C;ACA62
SNORA51;ACA51
SNORA52;ACA52
SNORA53;ACA53
SNORA54;ACA54
SNORA55;ACA55
SNORA56;ACA56
SNORA57;U99
SNORA58;ACA58
SNORA58;SNORA58B
SNORA59A;ACA59
SNORA59B;ACA59
SNORA60;ACA60
SNORA61;ACA61
SNORA62;RNE2
SNORA62;RNU108
SNORA62;E2
SNORA62;E2-1
SNORA63;RNE3
SNORA63;RNU107
SNORA63;E3
SNORA63;E3-2
SNORA63;SNORA63A
SNORA64;RNU64
SNORA64;U64
SNORA65;RNU65
SNORA65;U65
SNORA66;RNU66
SNORA66;U66
SNORA67;RNU67
SNORA67;U67
SNORA68;RNU68
SNORA68;U68
SNORA68;SNORA68A
SNORA69;RNU69
SNORA69;U69
SNORA70;RNU70
SNORA70;U70
SNORA70;DXS648E
SNORA70D;U70D
SNORA70E;U70E
SNORA70F;U70F
SNORA70G;U70G
SNORA71A;RNU71A
SNORA71A;U71a
SNORA71B;RNU71B
SNORA71B;U71b
SNORA71C;U71c
SNORA71D;U71d
SNORA71E;SNORA39
SNORA71E;ACA39
SNORA72;RNU72
SNORA72;U72
SNORA73A;RNE1
SNORA73A;RNU17A
SNORA73A;U17A
SNORA73A;E1-7
SNORA73A;E1b
SNORA73A;E1
SNORA73B;RNU17B
SNORA73B;RNU105A
SNORA73B;U17B
SNORA73B;E1c
SNORA74A;RNU19
SNORA74A;U19
SNORA74B;U19-2
SNORA75;U23
SNORA75;SNORA75A
SNORA77;ACA63
SNORA77;SNORA77A
SNORA78;ACA64
SNORA79;ACA65
SNORA79;SNORA79A
SNORA80A;SNORA80
SNORA80A;ACA67
SNORA80B;ACA67B
SNORA80E;SNORA42
SNORA80E;ACA42
SNORA81;HBI-61
SNORA101B;ZL4
SNORD1A;R38A
SNORD1A;snR38A
SNORD1B;R38B
SNORD1B;snR38B
SNORD1C;R38C
SNORD1C;snR38C
SNORD2;R39B
SNORD2;snR39B
SNORD3@;U3
SNORD3@;U3A
SNORD3@;U3B
SNORD3A;U3
SNORD3A;RNU3
SNORD3B-1;RNU3A1
SNORD3B-1;U3a
SNORD3B-1;U3b1
SNORD3B-1;U3b2
SNORD3B-2;U3-2B
SNORD3B-2;U3b2
SNORD3C;U3-3
SNORD3C;RNU3-3
SNORD3D;U3-4
SNORD3D;RNU3-4
SNORD3P1;RNU3P1
SNORD3P1;U3
SNORD3P2;RNU3P2
SNORD3P2;U3
SNORD3P2;U3.2
SNORD3P3;RNU3P3
SNORD3P3;U3
SNORD3P3;U3.5
SNORD3P3;u3.7
SNORD3P4;RNU3P4
SNORD3P4;U3
SNORD3P4;U3.6
SNORD4A;RNU101A
SNORD4A;Z17A
SNORD4A;mgh18S-121
SNORD4B;RNU101B
SNORD4B;Z17B
SNORD5;mgh28S-2410
SNORD6;mgh28S-2412
SNORD7;Z30
SNORD7;mgU6-47
SNORD8;RNU6C
SNORD8;mgU6-53
SNORD9;mgU6-53B
SNORD10;mgU6-77
SNORD11;HBII-95
SNORD12;MIR1259
SNORD12;MIRN1259
SNORD12;HBII-99
SNORD12;hsa-mir-1259
SNORD12C;RNU106
SNORD12C;SNORD106
SNORD12C;U106
SNORD13;U13
SNORD13;RNU13
SNORD13;SNORD13A
SNORD13P1;RNU13P1
SNORD13P1;U13
SNORD13P1;U13.32A
SNORD13P2;RNU13P2
SNORD13P2;U13
SNORD13P2;U13.12A
SNORD13P3;RNU13P3
SNORD13P3;U13
SNORD13P3;U13.4B
SNORD14A;RNU14
SNORD14A;U14
SNORD14A;RNU14A
SNORD14B;RNU14B
SNORD14B;U14B
SNORD14B;U14
SNORD15A;RNU15A
SNORD15A;U15A
SNORD15B;RNU15B
SNORD15B;U15B
SNORD16;U16
SNORD17;HBI-43
SNORD18A;U18A
SNORD18B;U18B
SNORD18C;U18C
SNORD19;HBII-108
SNORD20;RNU20
SNORD20;U20
SNORD21;RNU21
SNORD21;U21
SNORD22;RNU22
SNORD22;U22
SNORD23;HBII-115
SNORD24;RNU24
SNORD24;U24
SNORD25;RNU25
SNORD25;U25
SNORD26;RNU26
SNORD26;U26
SNORD27;RNU27
SNORD27;U27
SNORD28;RNU28
SNORD28;U28
SNORD28;SNORD28A
SNORD29;RNU29
SNORD29;U29
SNORD30;RNU30
SNORD30;U30
SNORD31;RNU31
SNORD31;U31
SNORD31;SNORD31A
SNORD32A;RNU32
SNORD32A;U32
SNORD32A;U32A
SNORD32B;U32B
SNORD33;RNU33
SNORD33;U33
SNORD34;RNU34
SNORD34;U34
SNORD35A;RNU35
SNORD35A;U35
SNORD35A;RNU35A
SNORD35B;RNU35B
SNORD35B;U35B
SNORD36A;RNU36A
SNORD36A;U36a
SNORD36B;RNU36B
SNORD36B;U36b
SNORD36C;RNU36C
SNORD36C;U36c
SNORD37;RNU37
SNORD37;U37
SNORD38A;RNU38A
SNORD38A;U38A
SNORD38B;RNU38B
SNORD38B;U38B
SNORD41;RNU41
SNORD41;U41
SNORD42A;RNU42A
SNORD42A;U42
SNORD42B;RNU42B
SNORD42B;U42B
SNORD43;RNU43
SNORD43;U43
SNORD44;RNU44
SNORD44;U44
SNORD45A;RNU45A
SNORD45A;U45a
SNORD45B;RNU45B
SNORD45B;U45b
SNORD45C;U45C
SNORD46;RNU46
SNORD46;RNU40
SNORD46;U46
SNORD46;U40
SNORD47;RNU47
SNORD47;U47
SNORD48;RNU48
SNORD48;U48
SNORD49A;RNU49
SNORD49A;U49
SNORD49A;U49A
SNORD49B;U49B
SNORD50A;RNU50
SNORD50A;U50
SNORD50B;U50B
SNORD51;RNU51
SNORD51;U51
SNORD52;RNU52
SNORD52;U52
SNORD53;RNU53
SNORD53;U53
SNORD53;SNORD53A
SNORD54;RNU54
SNORD54;U54
SNORD55;RNU55
SNORD55;RNU39
SNORD55;SNORD39
SNORD55;U55
SNORD55;U39
SNORD56;RNU56
SNORD56;U56
SNORD56B;RNU56B
SNORD57;RNU57
SNORD57;U57
SNORD58A;RNU58A
SNORD58A;U58a
SNORD58B;RNU58B
SNORD58B;U58b
SNORD59A;RNU59
SNORD59A;U59
SNORD59B;U59B
SNORD60;RNU60
SNORD60;U60
SNORD61;RNU61
SNORD61;U61
SNORD61;HBII-342
SNORD62A;RNU62
SNORD62A;U62
SNORD62A;U62A
SNORD62B;U62
SNORD62B;U62B
SNORD63;RNU63
SNORD63;U63
SNORD63;SNORD63A
SNORD64;HBII-13
SNORD65;HBII-135
SNORD65;SNORD65A
SNORD66;HBII-142
SNORD67;HBII-166
SNORD68;HBII-202
SNORD69;HBII-210
SNORD70;HBII-234
SNORD70;SNORD70A
SNORD71;MIRN768
SNORD71;HBII-239
SNORD71;hsa-mir-768
SNORD72;HBII-240
SNORD73A;RNU73
SNORD73A;U73a
SNORD73A;RNU73A
SNORD73B;RNU73B
SNORD73B;U73B
SNORD74;U74
SNORD74;Z18
SNORD74;SNORD74A
SNORD75;U75
SNORD76;U76
SNORD77;U77
SNORD77;SNORD77A
SNORD78;U78
SNORD79;RNU103
SNORD79;Z22
SNORD79;U79
SNORD80;RNU100
SNORD80;Z15
SNORD80;U80
SNORD81;RNU104
SNORD81;Z23
SNORD81;U81
SNORD82;RNU82
SNORD82;Z25
SNORD82;U82
SNORD83A;RNU83A
SNORD83A;U83A
SNORD83B;RNU83B
SNORD83B;U83B
SNORD84;U84
SNORD86;U86
SNORD87;HBII-276
